campaign_event_id,member_id,campaign_id,event_date,channel,event_type,journey_stage
CA-000370,JL-0044,CMP-2003,2025-12-27,App Push,Click,Building
CA-000371,JL-0044,CMP-2005,2025-12-18,App Push,Sent,Commerce
CA-000372,JL-0044,CMP-2003,2026-01-04,Email,Open,Building
CA-000373,JL-0045,CMP-2001,2026-01-03,In App,Click,Onboarding
CA-000374,JL-0045,CMP-2003,2026-04-28,App Push,Dismiss,Building
CA-000375,JL-0045,CMP-2003,2026-05-08,Email,Open,Building
CA-000376,JL-0045,CMP-2001,2026-01-08,In App,Dismiss,Onboarding
CA-000377,JL-0045,CMP-2004,2026-04-11,Email,Sent,Community
CA-000378,JL-0045,CMP-2005,2026-02-07,Email,Sent,Commerce
CA-000379,JL-0045,CMP-2006,2026-01-12,App Push,Click,Reconnect
CA-000380,JL-0045,CMP-2006,2026-02-01,Email,Conversion,Reconnect
CA-000381,JL-0045,CMP-2005,2026-06-02,In App,Open,Commerce
CA-000382,JL-0046,CMP-2004,2026-03-27,Email,Sent,Community
CA-000383,JL-0046,CMP-2004,2026-02-25,Email,Sent,Community
CA-000384,JL-0046,CMP-2005,2026-02-11,Email,Open,Commerce
CA-000385,JL-0046,CMP-2004,2026-05-03,App Push,Open,Community
CA-000386,JL-0047,CMP-2005,2026-04-04,In App,Sent,Commerce
CA-000387,JL-0047,CMP-2004,2026-03-18,In App,Sent,Community
CA-000388,JL-0047,CMP-2005,2026-03-14,App Push,Sent,Commerce
CA-000389,JL-0047,CMP-2002,2026-03-29,In App,Open,Education
CA-000390,JL-0047,CMP-2006,2026-04-08,Email,Dismiss,Reconnect
CA-000391,JL-0047,CMP-2005,2026-02-04,App Push,Sent,Commerce
CA-000392,JL-0047,CMP-2002,2026-05-12,Email,Dismiss,Education
CA-000393,JL-0047,CMP-2002,2026-05-17,App Push,Sent,Education
CA-000394,JL-0047,CMP-2005,2026-02-14,In App,Open,Commerce
CA-000395,JL-0047,CMP-2002,2026-02-28,Email,Open,Education
CA-000396,JL-0048,CMP-2005,2026-02-16,In App,Dismiss,Commerce
CA-000397,JL-0048,CMP-2002,2026-02-28,Email,Dismiss,Education
CA-000398,JL-0048,CMP-2003,2026-05-08,Email,Sent,Building
CA-000399,JL-0048,CMP-2003,2026-05-16,App Push,Sent,Building
CA-000400,JL-0048,CMP-2005,2026-01-02,App Push,Click,Commerce
CA-000401,JL-0048,CMP-2003,2026-02-20,In App,Open,Building
CA-000402,JL-0048,CMP-2003,2026-05-06,App Push,Sent,Building
CA-000403,JL-0048,CMP-2006,2026-02-23,App Push,Sent,Reconnect
CA-000404,JL-0048,CMP-2004,2026-05-12,App Push,Sent,Community
CA-000405,JL-0048,CMP-2004,2026-01-20,In App,Sent,Community
CA-000406,JL-0048,CMP-2005,2026-01-04,App Push,Sent,Commerce
CA-000407,JL-0049,CMP-2006,2026-02-13,Email,Sent,Reconnect
CA-000408,JL-0049,CMP-2005,2026-05-27,App Push,Open,Commerce
CA-000409,JL-0049,CMP-2003,2026-03-14,Email,Open,Building
CA-000410,JL-0049,CMP-2003,2026-05-18,Email,Sent,Building
CA-000411,JL-0049,CMP-2001,2025-12-15,App Push,Sent,Onboarding
CA-000412,JL-0049,CMP-2003,2026-02-16,App Push,Open,Building
CA-000413,JL-0049,CMP-2002,2025-12-17,Email,Open,Education
CA-000414,JL-0049,CMP-2001,2025-12-23,App Push,Preference Updated,Onboarding
CA-000415,JL-0049,CMP-2004,2026-03-20,In App,Sent,Community
CA-000416,JL-0049,CMP-2005,2026-05-17,App Push,Sent,Commerce
CA-000417,JL-0050,CMP-2005,2026-03-21,In App,Dismiss,Commerce
CA-000418,JL-0050,CMP-2003,2026-03-28,In App,Dismiss,Building
CA-000419,JL-0050,CMP-2002,2026-03-27,In App,Sent,Education
CA-000420,JL-0050,CMP-2004,2026-04-03,Email,Open,Community
CA-000421,JL-0050,CMP-2003,2025-12-16,Email,Dismiss,Building
CA-000422,JL-0050,CMP-2002,2026-03-22,In App,Sent,Education
CA-000423,JL-0050,CMP-2001,2026-03-30,In App,Sent,Onboarding
CA-000424,JL-0050,CMP-2005,2026-03-11,Email,Sent,Commerce
CA-000425,JL-0050,CMP-2004,2026-01-05,In App,Click,Community
CA-000426,JL-0051,CMP-2005,2025-12-13,SMS,Sent,Commerce
CA-000427,JL-0051,CMP-2005,2025-12-18,SMS,Sent,Commerce
CA-000428,JL-0051,CMP-2002,2025-12-19,SMS,Open,Education
CA-000429,JL-0051,CMP-2001,2026-02-19,SMS,Open,Onboarding
CA-000430,JL-0051,CMP-2004,2026-01-12,SMS,Sent,Community
CA-000431,JL-0051,CMP-2004,2026-04-03,Email,Dismiss,Community
CA-000432,JL-0051,CMP-2002,2026-04-08,App Push,Preference Updated,Education
CA-000433,JL-0051,CMP-2003,2026-01-14,App Push,Sent,Building
CA-000434,JL-0051,CMP-2002,2026-03-31,SMS,Open,Education
CA-000435,JL-0051,CMP-2005,2026-03-01,Email,Sent,Commerce
CA-000436,JL-0051,CMP-2006,2026-01-04,SMS,Sent,Reconnect
CA-000437,JL-0052,CMP-2003,2026-05-17,Email,Sent,Building
CA-000438,JL-0052,CMP-2003,2026-03-13,App Push,Open,Building
CA-000439,JL-0052,CMP-2006,2026-05-09,Email,Conversion,Reconnect
CA-000440,JL-0052,CMP-2002,2026-01-30,App Push,Click,Education
CA-000441,JL-0052,CMP-2003,2026-01-17,Email,Open,Building
CA-000442,JL-0053,CMP-2001,2026-02-18,App Push,Click,Onboarding
CA-000443,JL-0053,CMP-2006,2026-05-06,App Push,Click,Reconnect
CA-000444,JL-0053,CMP-2002,2026-03-06,Email,Sent,Education
CA-000445,JL-0053,CMP-2005,2026-05-04,App Push,Open,Commerce
CA-000446,JL-0053,CMP-2006,2026-02-14,App Push,Click,Reconnect
CA-000447,JL-0053,CMP-2001,2026-01-02,App Push,Dismiss,Onboarding
CA-000448,JL-0053,CMP-2005,2026-04-17,In App,Open,Commerce
CA-000449,JL-0053,CMP-2006,2026-04-08,App Push,Sent,Reconnect
CA-000450,JL-0053,CMP-2004,2026-02-23,App Push,Click,Community
CA-000451,JL-0053,CMP-2002,2026-02-22,App Push,Click,Education
CA-000452,JL-0053,CMP-2006,2026-04-15,App Push,Open,Reconnect
CA-000453,JL-0053,CMP-2005,2026-05-29,App Push,Click,Commerce
CA-000454,JL-0054,CMP-2006,2026-04-25,Email,Sent,Reconnect
CA-000455,JL-0054,CMP-2006,2026-04-18,Email,Sent,Reconnect
CA-000456,JL-0054,CMP-2003,2026-02-04,Email,Preference Updated,Building
CA-000457,JL-0054,CMP-2002,2026-02-19,Email,Open,Education
CA-000458,JL-0054,CMP-2004,2026-05-12,App Push,Open,Community
CA-000459,JL-0054,CMP-2003,2026-02-16,Email,Sent,Building
CA-000460,JL-0054,CMP-2005,2026-04-17,Email,Open,Commerce
CA-000461,JL-0054,CMP-2005,2025-12-21,In App,Preference Updated,Commerce
CA-000462,JL-0054,CMP-2001,2026-02-24,Email,Open,Onboarding
CA-000463,JL-0054,CMP-2005,2026-05-13,Email,Sent,Commerce
CA-000464,JL-0055,CMP-2004,2026-05-26,In App,Dismiss,Community
CA-000465,JL-0055,CMP-2003,2026-01-16,Email,Sent,Building
CA-000466,JL-0055,CMP-2003,2026-05-13,In App,Sent,Building
CA-000467,JL-0055,CMP-2006,2026-01-18,Email,Dismiss,Reconnect
CA-000468,JL-0055,CMP-2002,2026-03-07,App Push,Sent,Education
CA-000469,JL-0055,CMP-2003,2026-06-01,App Push,Preference Updated,Building
CA-000470,JL-0055,CMP-2004,2026-06-07,App Push,Open,Community
CA-000471,JL-0055,CMP-2002,2026-02-26,App Push,Sent,Education
CA-000472,JL-0055,CMP-2006,2026-01-18,App Push,Sent,Reconnect
CA-000473,JL-0055,CMP-2006,2026-03-05,App Push,Conversion,Reconnect
CA-000474,JL-0055,CMP-2002,2026-01-21,In App,Open,Education
CA-000475,JL-0056,CMP-2003,2025-12-30,SMS,Sent,Building
CA-000476,JL-0056,CMP-2006,2026-01-07,SMS,Sent,Reconnect
CA-000477,JL-0056,CMP-2006,2026-04-07,SMS,Sent,Reconnect
CA-000478,JL-0056,CMP-2006,2026-01-26,SMS,Sent,Reconnect
CA-000479,JL-0056,CMP-2005,2026-04-06,App Push,Click,Commerce
CA-000480,JL-0056,CMP-2004,2026-04-08,Email,Open,Community
CA-000481,JL-0056,CMP-2006,2026-04-29,SMS,Sent,Reconnect
CA-000482,JL-0057,CMP-2006,2026-01-04,Email,Open,Reconnect
CA-000483,JL-0057,CMP-2006,2026-04-28,App Push,Sent,Reconnect
CA-000484,JL-0057,CMP-2003,2026-05-11,Email,Dismiss,Building
CA-000485,JL-0057,CMP-2005,2026-05-23,In App,Preference Updated,Commerce
CA-000486,JL-0057,CMP-2006,2026-05-13,Email,Click,Reconnect
CA-000487,JL-0057,CMP-2006,2025-12-14,Email,Click,Reconnect
CA-000488,JL-0058,CMP-2002,2026-04-16,In App,Open,Education
CA-000489,JL-0058,CMP-2005,2025-12-28,Email,Sent,Commerce
CA-000490,JL-0058,CMP-2001,2026-03-26,Email,Sent,Onboarding
CA-000491,JL-0058,CMP-2005,2026-04-05,In App,Click,Commerce
CA-000492,JL-0058,CMP-2001,2025-12-15,In App,Sent,Onboarding
CA-000493,JL-0059,CMP-2003,2026-03-08,App Push,Dismiss,Building
CA-000494,JL-0059,CMP-2004,2026-03-25,In App,Click,Community
CA-000495,JL-0059,CMP-2003,2026-05-18,Email,Click,Building
CA-000496,JL-0059,CMP-2002,2026-02-28,Email,Sent,Education
CA-000497,JL-0059,CMP-2004,2026-03-15,Email,Sent,Community
CA-000498,JL-0059,CMP-2003,2026-05-03,Email,Sent,Building
CA-000499,JL-0059,CMP-2004,2026-01-24,Email,Sent,Community
CA-000500,JL-0059,CMP-2006,2026-01-11,Email,Click,Reconnect
CA-000501,JL-0060,CMP-2004,2026-05-13,App Push,Sent,Community
CA-000502,JL-0060,CMP-2006,2026-03-19,In App,Sent,Reconnect
CA-000503,JL-0060,CMP-2001,2026-05-03,In App,Sent,Onboarding
CA-000504,JL-0060,CMP-2002,2026-04-04,Email,Sent,Education
CA-000505,JL-0060,CMP-2001,2026-01-25,App Push,Conversion,Onboarding
CA-000506,JL-0060,CMP-2004,2026-04-27,App Push,Sent,Community
CA-000507,JL-0060,CMP-2003,2026-05-30,Email,Unsubscribe,Building
CA-000508,JL-0060,CMP-2002,2026-04-08,App Push,Preference Updated,Education
CA-000509,JL-0060,CMP-2005,2026-02-12,App Push,Sent,Commerce
CA-000510,JL-0060,CMP-2002,2026-05-13,App Push,Conversion,Education
CA-000511,JL-0061,CMP-2002,2026-01-11,Email,Click,Education
CA-000512,JL-0061,CMP-2005,2026-05-01,App Push,Sent,Commerce
CA-000513,JL-0061,CMP-2002,2026-01-17,In App,Open,Education
CA-000514,JL-0061,CMP-2003,2026-01-28,Email,Sent,Building
CA-000515,JL-0061,CMP-2004,2026-01-09,Email,Sent,Community
CA-000516,JL-0061,CMP-2001,2026-03-17,Email,Sent,Onboarding
CA-000517,JL-0061,CMP-2006,2026-01-16,Email,Open,Reconnect
CA-000518,JL-0061,CMP-2006,2026-04-19,Email,Sent,Reconnect
CA-000519,JL-0061,CMP-2005,2026-05-04,Email,Sent,Commerce
CA-000520,JL-0062,CMP-2006,2025-12-25,Email,Sent,Reconnect
CA-000521,JL-0062,CMP-2004,2026-02-06,Email,Conversion,Community
CA-000522,JL-0062,CMP-2006,2026-05-28,App Push,Sent,Reconnect
CA-000523,JL-0062,CMP-2005,2026-02-24,Email,Preference Updated,Commerce
CA-000524,JL-0062,CMP-2003,2026-05-07,App Push,Sent,Building
CA-000525,JL-0063,CMP-2006,2026-05-10,Web,Open,Reconnect
CA-000526,JL-0063,CMP-2003,2026-05-26,In App,Open,Building
CA-000527,JL-0063,CMP-2001,2025-12-25,Web,Open,Onboarding
CA-000528,JL-0063,CMP-2005,2025-12-25,In App,Conversion,Commerce
CA-000529,JL-0063,CMP-2005,2026-02-16,In App,Dismiss,Commerce
CA-000530,JL-0063,CMP-2005,2026-01-12,Email,Sent,Commerce
CA-000531,JL-0063,CMP-2003,2026-01-19,In App,Click,Building
CA-000532,JL-0063,CMP-2002,2025-12-20,In App,Open,Education
CA-000533,JL-0063,CMP-2004,2026-06-07,Email,Sent,Community
CA-000534,JL-0063,CMP-2002,2026-01-02,In App,Click,Education
CA-000535,JL-0063,CMP-2001,2026-05-11,In App,Open,Onboarding
CA-000536,JL-0064,CMP-2005,2025-12-16,In App,Open,Commerce
CA-000537,JL-0064,CMP-2002,2026-05-05,Email,Unsubscribe,Education
CA-000538,JL-0064,CMP-2003,2026-05-03,In App,Sent,Building
CA-000539,JL-0064,CMP-2005,2026-02-11,App Push,Sent,Commerce
CA-000540,JL-0064,CMP-2001,2026-02-18,In App,Sent,Onboarding
CA-000541,JL-0064,CMP-2002,2026-03-25,App Push,Sent,Education
CA-000542,JL-0064,CMP-2006,2026-01-04,App Push,Sent,Reconnect
CA-000543,JL-0065,CMP-2003,2026-01-22,App Push,Sent,Building
CA-000544,JL-0065,CMP-2001,2026-05-28,App Push,Sent,Onboarding
CA-000545,JL-0065,CMP-2003,2026-02-17,App Push,Open,Building
CA-000546,JL-0065,CMP-2006,2026-05-31,App Push,Dismiss,Reconnect
CA-000547,JL-0065,CMP-2003,2026-02-09,In App,Sent,Building
CA-000548,JL-0065,CMP-2006,2026-01-16,Email,Sent,Reconnect
CA-000549,JL-0065,CMP-2004,2026-01-27,App Push,Open,Community
CA-000550,JL-0065,CMP-2005,2026-04-09,App Push,Sent,Commerce
CA-000551,JL-0065,CMP-2005,2026-03-02,App Push,Open,Commerce
CA-000552,JL-0065,CMP-2002,2026-04-04,App Push,Sent,Education
CA-000553,JL-0066,CMP-2006,2026-05-26,Web,Sent,Reconnect
CA-000554,JL-0066,CMP-2006,2026-05-30,Email,Sent,Reconnect
CA-000555,JL-0066,CMP-2003,2026-03-05,Web,Open,Building
CA-000556,JL-0066,CMP-2001,2026-05-25,Email,Sent,Onboarding
CA-000557,JL-0066,CMP-2003,2025-12-21,Web,Sent,Building
CA-000558,JL-0066,CMP-2003,2026-01-10,In App,Sent,Building
CA-000559,JL-0067,CMP-2003,2026-01-04,App Push,Conversion,Building
CA-000560,JL-0067,CMP-2005,2026-02-27,Email,Open,Commerce
CA-000561,JL-0067,CMP-2005,2026-04-05,SMS,Unsubscribe,Commerce
CA-000562,JL-0067,CMP-2005,2026-02-09,App Push,Conversion,Commerce
CA-000563,JL-0067,CMP-2002,2026-02-11,In App,Sent,Education
CA-000564,JL-0067,CMP-2001,2026-02-15,Email,Sent,Onboarding
CA-000565,JL-0067,CMP-2005,2026-01-18,SMS,Dismiss,Commerce
CA-000566,JL-0068,CMP-2006,2026-05-21,In App,Sent,Reconnect
CA-000567,JL-0068,CMP-2003,2026-05-04,In App,Conversion,Building
CA-000568,JL-0068,CMP-2003,2026-04-03,In App,Sent,Building
CA-000569,JL-0068,CMP-2004,2026-03-08,App Push,Sent,Community
CA-000570,JL-0069,CMP-2004,2025-12-15,App Push,Dismiss,Community
CA-000571,JL-0069,CMP-2002,2026-05-17,App Push,Preference Updated,Education
CA-000572,JL-0069,CMP-2005,2026-03-18,App Push,Open,Commerce
CA-000573,JL-0069,CMP-2004,2026-02-26,App Push,Click,Community
CA-000574,JL-0069,CMP-2005,2026-04-29,App Push,Open,Commerce
CA-000575,JL-0069,CMP-2004,2026-03-31,Email,Conversion,Community
CA-000576,JL-0069,CMP-2006,2026-01-31,In App,Conversion,Reconnect
CA-000577,JL-0069,CMP-2001,2026-01-29,App Push,Sent,Onboarding
CA-000578,JL-0069,CMP-2004,2026-01-24,App Push,Sent,Community
CA-000579,JL-0069,CMP-2005,2026-04-10,In App,Preference Updated,Commerce
CA-000580,JL-0070,CMP-2006,2026-02-13,Email,Sent,Reconnect
CA-000581,JL-0070,CMP-2005,2026-02-04,Email,Open,Commerce
CA-000582,JL-0070,CMP-2003,2026-03-31,In App,Sent,Building
CA-000583,JL-0070,CMP-2006,2026-01-19,App Push,Click,Reconnect
CA-000584,JL-0070,CMP-2004,2026-05-30,Email,Open,Community
CA-000585,JL-0070,CMP-2006,2026-02-06,In App,Sent,Reconnect
CA-000586,JL-0070,CMP-2004,2026-01-14,Email,Sent,Community
CA-000587,JL-0070,CMP-2002,2026-03-08,App Push,Sent,Education
CA-000588,JL-0070,CMP-2002,2025-12-18,App Push,Sent,Education
CA-000589,JL-0070,CMP-2003,2026-02-20,Email,Open,Building
CA-000590,JL-0070,CMP-2004,2025-12-23,Email,Open,Community
CA-000591,JL-0070,CMP-2002,2026-03-27,Email,Open,Education
CA-000592,JL-0071,CMP-2003,2025-12-11,Email,Click,Building
CA-000593,JL-0071,CMP-2002,2026-04-28,App Push,Sent,Education
CA-000594,JL-0071,CMP-2003,2026-02-03,In App,Dismiss,Building
CA-000595,JL-0071,CMP-2005,2026-01-02,App Push,Open,Commerce
CA-000596,JL-0071,CMP-2004,2026-01-19,App Push,Sent,Community
CA-000597,JL-0071,CMP-2004,2025-12-10,App Push,Sent,Community
CA-000598,JL-0071,CMP-2002,2026-05-21,App Push,Sent,Education
CA-000599,JL-0071,CMP-2005,2026-02-21,App Push,Sent,Commerce
CA-000600,JL-0071,CMP-2004,2026-01-15,Email,Sent,Community
CA-000601,JL-0072,CMP-2004,2026-02-14,Email,Sent,Community
CA-000602,JL-0072,CMP-2001,2026-02-17,App Push,Sent,Onboarding
CA-000603,JL-0072,CMP-2006,2026-01-19,App Push,Sent,Reconnect
CA-000604,JL-0073,CMP-2003,2026-06-05,App Push,Open,Building
CA-000605,JL-0073,CMP-2005,2026-05-08,Email,Click,Commerce
CA-000606,JL-0073,CMP-2001,2026-03-20,Email,Sent,Onboarding
CA-000607,JL-0073,CMP-2001,2026-01-08,App Push,Preference Updated,Onboarding
CA-000608,JL-0073,CMP-2004,2026-01-13,App Push,Open,Community
CA-000609,JL-0073,CMP-2002,2026-01-15,App Push,Sent,Education
CA-000610,JL-0073,CMP-2003,2026-02-21,App Push,Open,Building
CA-000611,JL-0073,CMP-2006,2026-04-05,App Push,Open,Reconnect
CA-000612,JL-0073,CMP-2002,2026-04-16,In App,Dismiss,Education
CA-000613,JL-0074,CMP-2003,2026-02-08,App Push,Click,Building
CA-000614,JL-0074,CMP-2003,2026-02-04,Email,Open,Building
CA-000615,JL-0074,CMP-2003,2026-02-10,App Push,Dismiss,Building
CA-000616,JL-0074,CMP-2006,2026-01-24,Email,Dismiss,Reconnect
CA-000617,JL-0074,CMP-2004,2025-12-24,App Push,Open,Community
CA-000618,JL-0074,CMP-2004,2026-02-26,App Push,Sent,Community
CA-000619,JL-0074,CMP-2003,2026-02-21,App Push,Click,Building
CA-000620,JL-0074,CMP-2005,2026-06-06,App Push,Sent,Commerce
CA-000621,JL-0074,CMP-2001,2026-02-22,App Push,Click,Onboarding
CA-000622,JL-0074,CMP-2006,2026-04-29,App Push,Sent,Reconnect
CA-000623,JL-0075,CMP-2003,2026-04-04,In App,Click,Building
CA-000624,JL-0075,CMP-2003,2026-04-26,In App,Dismiss,Building
CA-000625,JL-0075,CMP-2002,2025-12-18,Email,Open,Education
CA-000626,JL-0075,CMP-2004,2026-01-26,App Push,Open,Community
CA-000627,JL-0075,CMP-2005,2025-12-11,Email,Open,Commerce
CA-000628,JL-0075,CMP-2006,2026-02-12,SMS,Sent,Reconnect
CA-000629,JL-0075,CMP-2001,2026-04-12,App Push,Open,Onboarding
CA-000630,JL-0075,CMP-2005,2026-02-25,Email,Click,Commerce
CA-000631,JL-0075,CMP-2006,2026-02-23,In App,Open,Reconnect
CA-000632,JL-0075,CMP-2001,2026-01-10,Email,Sent,Onboarding
CA-000633,JL-0075,CMP-2002,2026-01-18,Email,Open,Education
CA-000634,JL-0075,CMP-2002,2026-02-03,In App,Sent,Education
CA-000635,JL-0076,CMP-2004,2025-12-13,App Push,Sent,Community
CA-000636,JL-0076,CMP-2005,2026-02-24,App Push,Sent,Commerce
CA-000637,JL-0076,CMP-2001,2026-04-17,Email,Preference Updated,Onboarding
CA-000638,JL-0076,CMP-2001,2026-01-25,Email,Click,Onboarding
CA-000639,JL-0076,CMP-2001,2026-03-14,Email,Sent,Onboarding
CA-000640,JL-0077,CMP-2002,2025-12-30,Email,Click,Education
CA-000641,JL-0077,CMP-2005,2026-01-17,Email,Click,Commerce
CA-000642,JL-0077,CMP-2003,2026-05-08,Email,Open,Building
CA-000643,JL-0077,CMP-2001,2026-06-07,Email,Sent,Onboarding
CA-000644,JL-0077,CMP-2005,2026-05-11,Email,Dismiss,Commerce
CA-000645,JL-0077,CMP-2002,2026-03-23,In App,Sent,Education
CA-000646,JL-0078,CMP-2006,2026-02-27,In App,Click,Reconnect
CA-000647,JL-0078,CMP-2001,2026-02-28,In App,Sent,Onboarding
CA-000648,JL-0078,CMP-2004,2026-01-17,App Push,Unsubscribe,Community
CA-000649,JL-0078,CMP-2004,2026-01-17,In App,Sent,Community
CA-000650,JL-0078,CMP-2006,2026-06-06,In App,Open,Reconnect
CA-000651,JL-0078,CMP-2001,2026-01-07,Email,Open,Onboarding
CA-000652,JL-0078,CMP-2003,2026-05-12,In App,Open,Building
CA-000653,JL-0078,CMP-2006,2026-05-29,In App,Open,Reconnect
CA-000654,JL-0079,CMP-2005,2026-05-21,App Push,Sent,Commerce
CA-000655,JL-0079,CMP-2004,2026-03-19,Email,Sent,Community
CA-000656,JL-0079,CMP-2005,2026-04-11,Email,Sent,Commerce
CA-000657,JL-0079,CMP-2001,2026-04-27,Email,Open,Onboarding
CA-000658,JL-0080,CMP-2005,2026-01-21,Email,Open,Commerce
CA-000659,JL-0080,CMP-2005,2026-04-03,In App,Sent,Commerce
CA-000660,JL-0080,CMP-2003,2026-02-06,In App,Open,Building
CA-000661,JL-0080,CMP-2004,2026-04-30,App Push,Sent,Community
CA-000662,JL-0080,CMP-2004,2026-01-27,App Push,Open,Community
CA-000663,JL-0080,CMP-2005,2026-05-21,App Push,Conversion,Commerce
CA-000664,JL-0080,CMP-2002,2026-02-26,In App,Dismiss,Education
CA-000665,JL-0080,CMP-2002,2026-04-24,Email,Click,Education
CA-000666,JL-0080,CMP-2003,2025-12-19,Email,Sent,Building
CA-000667,JL-0080,CMP-2003,2026-02-19,In App,Click,Building
CA-000668,JL-0081,CMP-2006,2026-02-27,In App,Sent,Reconnect
CA-000669,JL-0081,CMP-2005,2026-03-18,App Push,Sent,Commerce
CA-000670,JL-0081,CMP-2003,2026-06-03,App Push,Open,Building
CA-000671,JL-0081,CMP-2002,2026-05-25,App Push,Open,Education
CA-000672,JL-0081,CMP-2004,2026-05-19,In App,Dismiss,Community
CA-000673,JL-0081,CMP-2004,2026-03-25,Email,Sent,Community
CA-000674,JL-0081,CMP-2006,2026-01-16,App Push,Sent,Reconnect
CA-000675,JL-0081,CMP-2004,2026-04-30,Email,Sent,Community
CA-000676,JL-0081,CMP-2001,2025-12-31,App Push,Sent,Onboarding
CA-000677,JL-0081,CMP-2001,2026-03-12,Email,Sent,Onboarding
CA-000678,JL-0081,CMP-2006,2026-01-27,App Push,Sent,Reconnect
CA-000679,JL-0081,CMP-2006,2026-04-21,App Push,Sent,Reconnect
CA-000680,JL-0082,CMP-2006,2026-01-30,Email,Sent,Reconnect
CA-000681,JL-0082,CMP-2005,2026-03-31,In App,Sent,Commerce
CA-000682,JL-0082,CMP-2006,2025-12-30,Email,Dismiss,Reconnect
CA-000683,JL-0082,CMP-2006,2026-06-05,Email,Sent,Reconnect
CA-000684,JL-0082,CMP-2002,2025-12-21,App Push,Open,Education
CA-000685,JL-0082,CMP-2003,2026-05-30,App Push,Dismiss,Building
CA-000686,JL-0082,CMP-2002,2026-01-28,Email,Open,Education
CA-000687,JL-0082,CMP-2003,2026-04-02,App Push,Open,Building
CA-000688,JL-0083,CMP-2003,2026-04-02,Email,Open,Building
CA-000689,JL-0083,CMP-2006,2026-02-17,App Push,Sent,Reconnect
CA-000690,JL-0083,CMP-2001,2026-02-06,App Push,Sent,Onboarding
CA-000691,JL-0083,CMP-2002,2025-12-13,App Push,Open,Education
CA-000692,JL-0083,CMP-2005,2025-12-27,In App,Sent,Commerce
CA-000693,JL-0083,CMP-2006,2025-12-15,In App,Conversion,Reconnect
CA-000694,JL-0083,CMP-2004,2026-05-08,App Push,Click,Community
CA-000695,JL-0083,CMP-2003,2026-05-09,In App,Conversion,Building
CA-000696,JL-0083,CMP-2002,2026-02-12,Email,Sent,Education
CA-000697,JL-0083,CMP-2006,2026-05-18,In App,Sent,Reconnect
CA-000698,JL-0084,CMP-2001,2025-12-16,App Push,Open,Onboarding
CA-000699,JL-0084,CMP-2006,2026-04-04,In App,Sent,Reconnect
CA-000700,JL-0084,CMP-2003,2026-01-30,Email,Open,Building
CA-000701,JL-0084,CMP-2006,2025-12-28,Email,Sent,Reconnect
CA-000702,JL-0085,CMP-2002,2026-03-20,Email,Open,Education
CA-000703,JL-0085,CMP-2006,2026-01-24,In App,Sent,Reconnect
CA-000704,JL-0085,CMP-2003,2026-03-27,Email,Dismiss,Building
CA-000705,JL-0085,CMP-2005,2026-05-18,Email,Click,Commerce
CA-000706,JL-0085,CMP-2004,2025-12-11,In App,Open,Community
CA-000707,JL-0085,CMP-2003,2026-01-31,App Push,Sent,Building
CA-000708,JL-0085,CMP-2004,2026-04-24,In App,Preference Updated,Community
CA-000709,JL-0085,CMP-2006,2026-03-17,In App,Open,Reconnect
CA-000710,JL-0085,CMP-2006,2026-03-05,In App,Sent,Reconnect
CA-000711,JL-0085,CMP-2002,2025-12-15,App Push,Dismiss,Education
CA-000712,JL-0086,CMP-2002,2026-01-03,App Push,Sent,Education
CA-000713,JL-0086,CMP-2002,2025-12-21,Email,Sent,Education
CA-000714,JL-0086,CMP-2001,2026-02-18,In App,Sent,Onboarding
CA-000715,JL-0086,CMP-2005,2025-12-26,App Push,Click,Commerce
CA-000716,JL-0086,CMP-2005,2026-05-13,Email,Sent,Commerce
CA-000717,JL-0086,CMP-2002,2026-06-05,App Push,Open,Education
CA-000718,JL-0086,CMP-2005,2026-02-12,Email,Dismiss,Commerce
CA-000719,JL-0086,CMP-2002,2025-12-10,Email,Sent,Education
CA-000720,JL-0086,CMP-2006,2025-12-16,App Push,Sent,Reconnect
CA-000721,JL-0086,CMP-2001,2025-12-14,App Push,Open,Onboarding
CA-000722,JL-0086,CMP-2001,2025-12-30,In App,Sent,Onboarding
CA-000723,JL-0086,CMP-2004,2026-02-15,App Push,Sent,Community
CA-000724,JL-0087,CMP-2002,2026-01-06,App Push,Open,Education
CA-000725,JL-0087,CMP-2006,2026-03-08,Email,Dismiss,Reconnect
CA-000726,JL-0087,CMP-2005,2026-04-04,In App,Sent,Commerce
CA-000727,JL-0087,CMP-2006,2026-02-11,Email,Open,Reconnect
CA-000728,JL-0087,CMP-2002,2026-04-03,In App,Sent,Education
CA-000729,JL-0087,CMP-2005,2026-03-16,App Push,Sent,Commerce
CA-000730,JL-0087,CMP-2002,2026-02-20,In App,Open,Education
CA-000731,JL-0087,CMP-2006,2026-03-02,In App,Sent,Reconnect
CA-000732,JL-0088,CMP-2005,2025-12-16,Email,Sent,Commerce
CA-000733,JL-0088,CMP-2001,2026-02-13,App Push,Sent,Onboarding
CA-000734,JL-0088,CMP-2006,2026-01-30,Email,Dismiss,Reconnect
CA-000735,JL-0089,CMP-2006,2026-03-16,App Push,Sent,Reconnect
CA-000736,JL-0089,CMP-2005,2026-03-27,Email,Sent,Commerce
CA-000737,JL-0089,CMP-2001,2026-05-28,App Push,Sent,Onboarding
CA-000738,JL-0089,CMP-2001,2026-02-18,In App,Sent,Onboarding
