event_id,member_id,event_date,event_type,source,related_habit_interest
ME-000426,JL-0061,2026-02-26,Plan Started,App,Organize
ME-000427,JL-0061,2026-04-30,Routine Started,Support,Organize
ME-000428,JL-0061,2026-03-02,Routine Started,SMS,Organize
ME-000429,JL-0061,2026-05-20,Routine Started,App,Organize
ME-000430,JL-0061,2026-03-04,Routine Started,SMS,Organize
ME-000431,JL-0061,2026-03-15,Routine Completed,App,Organize
ME-000432,JL-0061,2026-05-17,Routine Completed,SMS,Organize
ME-000433,JL-0061,2026-03-02,Plan Renewed,App,Organize
ME-000434,JL-0061,2026-05-02,Routine Completed,Email,Mindful
ME-000435,JL-0062,2024-07-13,Plan Started,Web,Organize
ME-000436,JL-0062,2026-04-20,Routine Completed,Email,Organize
ME-000437,JL-0062,2025-09-20,Preference Updated,App Push,Organize
ME-000438,JL-0062,2025-09-29,Preference Updated,App,Organize
ME-000439,JL-0062,2025-03-04,Routine Started,App,Organize
ME-000440,JL-0062,2025-03-17,Routine Completed,App,Organize
ME-000441,JL-0062,2024-09-05,Routine Started,SMS,Organize
ME-000442,JL-0062,2025-02-01,Community Joined,SMS,Organize
ME-000443,JL-0063,2025-03-15,Trial Started,Email,Nourish
ME-000444,JL-0063,2025-10-22,Preference Updated,Email,Nourish
ME-000445,JL-0063,2025-11-25,Routine Started,Web,Nourish
ME-000446,JL-0063,2026-05-25,Community Joined,App Push,Nourish
ME-000447,JL-0063,2025-09-27,Routine Completed,App Push,Move
ME-000448,JL-0063,2026-04-27,Routine Started,Support,Nourish
ME-000449,JL-0063,2026-03-25,Routine Completed,App,Move
ME-000450,JL-0064,2025-09-13,Plan Started,Web,Move
ME-000451,JL-0064,2025-12-05,Routine Started,Email,Move
ME-000452,JL-0064,2025-12-26,Plan Renewed,App,Move
ME-000453,JL-0064,2025-12-27,Routine Completed,Support,Mindful
ME-000454,JL-0064,2025-11-22,Routine Completed,Web,Move
ME-000455,JL-0064,2025-10-01,Routine Completed,SMS,Move
ME-000456,JL-0065,2026-04-03,Plan Started,Email,Mindful
ME-000457,JL-0065,2026-06-01,Community Joined,App,Mindful
ME-000458,JL-0065,2026-04-09,Routine Started,Web,Mindful
ME-000459,JL-0065,2026-05-20,Routine Started,App,Mindful
ME-000460,JL-0066,2025-02-06,Plan Started,Email,Organize
ME-000461,JL-0066,2025-09-25,Plan Renewed,App Push,Organize
ME-000462,JL-0066,2025-10-08,Routine Started,App Push,Organize
ME-000463,JL-0066,2025-07-05,Plan Renewed,Web,Organize
ME-000464,JL-0066,2025-05-10,Preference Updated,Web,Organize
ME-000465,JL-0066,2025-05-26,Community Joined,Web,Organize
ME-000466,JL-0066,2026-05-02,Routine Started,App,Rest
ME-000467,JL-0066,2026-01-10,Routine Started,Email,Rest
ME-000468,JL-0066,2025-10-30,Plan Renewed,App Push,Organize
ME-000469,JL-0067,2026-01-15,Preference Updated,Email,Rest
ME-000470,JL-0067,2026-05-30,Community Joined,Support,Nourish
ME-000471,JL-0067,2026-02-06,Routine Started,Web,Rest
ME-000472,JL-0067,2026-01-21,Routine Started,App,Rest
ME-000473,JL-0067,2026-05-19,Routine Started,Email,Rest
ME-000474,JL-0067,2026-03-01,Routine Started,Support,Rest
ME-000475,JL-0067,2026-03-12,Community Joined,Email,Nourish
ME-000476,JL-0067,2026-04-16,Routine Started,App,Rest
ME-000477,JL-0067,2026-01-20,Routine Started,App Push,Nourish
ME-000478,JL-0068,2026-05-27,Plan Started,Web,Organize
ME-000479,JL-0068,2026-05-31,Routine Completed,SMS,Organize
ME-000480,JL-0068,2026-06-07,Routine Started,Web,Organize
ME-000481,JL-0068,2026-06-06,Routine Started,App Push,Move
ME-000482,JL-0068,2026-05-31,Routine Completed,Email,Organize
ME-000483,JL-0068,2026-06-07,Preference Updated,SMS,Move
ME-000484,JL-0068,2026-05-29,Routine Started,Email,Organize
ME-000485,JL-0069,2025-06-23,Plan Started,Web,Connect
ME-000486,JL-0069,2025-09-27,Routine Started,Support,Mindful
ME-000487,JL-0069,2025-10-25,Routine Started,Support,Mindful
ME-000488,JL-0069,2025-11-25,Routine Started,App Push,Mindful
ME-000489,JL-0069,2026-04-03,Preference Updated,SMS,Connect
ME-000490,JL-0069,2026-05-20,Routine Started,Web,Connect
ME-000491,JL-0069,2025-12-08,Routine Completed,SMS,Connect
ME-000492,JL-0069,2025-12-24,Plan Renewed,Email,Connect
ME-000493,JL-0069,2025-07-17,Routine Completed,App Push,Mindful
ME-000494,JL-0070,2025-02-21,Plan Started,Web,Connect
ME-000495,JL-0070,2025-08-12,Preference Updated,Email,Connect
ME-000496,JL-0070,2025-08-09,Routine Started,Web,Connect
ME-000497,JL-0070,2025-08-09,Routine Completed,Web,Connect
ME-000498,JL-0070,2025-03-04,Routine Started,Support,Connect
ME-000499,JL-0071,2025-12-29,Preference Updated,Web,Organize
ME-000500,JL-0071,2026-01-11,Routine Completed,Support,Move
ME-000501,JL-0071,2026-02-17,Routine Started,Web,Move
ME-000502,JL-0071,2026-05-24,Community Joined,App,Organize
ME-000503,JL-0071,2026-04-22,Routine Started,Email,Organize
ME-000504,JL-0071,2026-06-05,Routine Started,Support,Organize
ME-000505,JL-0072,2025-09-09,Plan Started,Web,Organize
ME-000506,JL-0072,2026-04-30,Preference Updated,Email,Organize
ME-000507,JL-0072,2026-03-28,Routine Completed,Support,Organize
ME-000508,JL-0072,2025-12-13,Preference Updated,SMS,Organize
ME-000509,JL-0072,2026-02-19,Routine Started,App,Organize
ME-000510,JL-0072,2025-11-11,Routine Started,Web,Organize
ME-000511,JL-0072,2026-03-18,Routine Completed,SMS,Organize
ME-000512,JL-0072,2026-01-11,Plan Renewed,Web,Organize
ME-000513,JL-0072,2026-04-10,Routine Completed,App,Nourish
ME-000514,JL-0073,2026-04-13,Plan Started,App,Nourish
ME-000515,JL-0073,2026-05-23,Routine Completed,App,Nourish
ME-000516,JL-0073,2026-05-23,Routine Started,App Push,Connect
ME-000517,JL-0073,2026-05-22,Routine Started,App Push,Connect
ME-000518,JL-0073,2026-05-15,Routine Started,SMS,Nourish
ME-000519,JL-0074,2024-11-02,Plan Started,Email,Rest
ME-000520,JL-0074,2025-09-15,Routine Completed,Email,Rest
ME-000521,JL-0074,2026-03-11,Preference Updated,SMS,Mindful
ME-000522,JL-0074,2025-06-17,Routine Completed,Email,Rest
ME-000523,JL-0074,2025-06-08,Routine Started,SMS,Mindful
ME-000524,JL-0074,2025-11-24,Routine Completed,App Push,Rest
ME-000525,JL-0074,2026-02-12,Routine Completed,Support,Rest
ME-000526,JL-0075,2026-05-12,Plan Started,App,Nourish
ME-000527,JL-0075,2026-06-06,Routine Completed,App Push,Organize
ME-000528,JL-0075,2026-06-04,Routine Completed,Web,Organize
ME-000529,JL-0075,2026-05-16,Preference Updated,Web,Nourish
ME-000530,JL-0075,2026-05-22,Routine Started,SMS,Organize
ME-000531,JL-0075,2026-05-26,Routine Started,Web,Nourish
ME-000532,JL-0075,2026-05-18,Routine Started,Support,Nourish
ME-000533,JL-0075,2026-06-04,Routine Completed,SMS,Nourish
ME-000534,JL-0075,2026-05-28,Plan Renewed,App,Nourish
ME-000535,JL-0075,2026-06-01,Preference Updated,Support,Organize
ME-000536,JL-0076,2026-03-21,Plan Started,App,Move
ME-000537,JL-0076,2026-03-29,Preference Updated,SMS,Move
ME-000538,JL-0076,2026-05-04,Routine Started,Support,Move
ME-000539,JL-0076,2026-04-26,Routine Completed,Support,Move
ME-000540,JL-0076,2026-04-14,Routine Started,SMS,Move
ME-000541,JL-0076,2026-05-21,Plan Renewed,SMS,Move
ME-000542,JL-0076,2026-05-03,Routine Started,Web,Move
ME-000543,JL-0076,2026-04-24,Routine Started,SMS,Move
ME-000544,JL-0076,2026-05-09,Routine Started,Web,Move
ME-000545,JL-0077,2026-04-17,Trial Started,App,Organize
ME-000546,JL-0077,2026-04-20,Routine Completed,SMS,Rest
ME-000547,JL-0077,2026-04-24,Plan Renewed,App,Organize
ME-000548,JL-0077,2026-05-16,Routine Completed,Web,Organize
ME-000549,JL-0077,2026-05-17,Routine Completed,Support,Rest
ME-000550,JL-0078,2025-08-30,Plan Started,Web,Organize
ME-000551,JL-0078,2025-09-07,Routine Completed,Web,Connect
ME-000552,JL-0078,2025-11-29,Preference Updated,App Push,Organize
ME-000553,JL-0078,2026-01-25,Community Joined,App Push,Organize
ME-000554,JL-0078,2025-10-22,Routine Started,App,Organize
ME-000555,JL-0079,2026-05-20,Plan Started,Email,Rest
ME-000556,JL-0079,2026-05-21,Preference Updated,App Push,Rest
ME-000557,JL-0079,2026-06-01,Routine Started,App,Rest
ME-000558,JL-0079,2026-05-23,Plan Renewed,SMS,Rest
ME-000559,JL-0079,2026-05-24,Routine Started,Web,Rest
ME-000560,JL-0079,2026-06-06,Routine Started,Web,Rest
ME-000561,JL-0079,2026-05-22,Community Joined,SMS,Move
ME-000562,JL-0079,2026-05-25,Plan Canceled,Email,Rest
ME-000563,JL-0080,2025-03-24,Plan Started,Web,Move
ME-000564,JL-0080,2025-07-22,Community Joined,Email,Nourish
ME-000565,JL-0080,2025-11-25,Plan Renewed,Support,Move
ME-000566,JL-0081,2024-10-01,Trial Started,Email,Rest
ME-000567,JL-0081,2026-03-24,Routine Started,Web,Rest
ME-000568,JL-0081,2025-04-06,Preference Updated,Web,Rest
ME-000569,JL-0081,2025-12-08,Routine Completed,Email,Rest
ME-000570,JL-0082,2026-05-26,Trial Started,Email,Mindful
ME-000571,JL-0082,2026-06-05,Routine Started,App Push,Mindful
ME-000572,JL-0082,2026-05-29,Community Joined,App,Mindful
ME-000573,JL-0082,2026-06-05,Routine Started,App Push,Mindful
ME-000574,JL-0083,2026-02-12,Plan Started,App,Mindful
ME-000575,JL-0083,2026-03-08,Plan Canceled,App Push,Mindful
ME-000576,JL-0083,2026-03-05,Routine Completed,Email,Mindful
ME-000577,JL-0083,2026-06-04,Routine Completed,Support,Mindful
ME-000578,JL-0083,2026-04-19,Routine Completed,App,Mindful
ME-000579,JL-0083,2026-04-08,Preference Updated,Email,Mindful
ME-000580,JL-0083,2026-06-04,Routine Started,Support,Move
ME-000581,JL-0084,2026-05-20,Trial Started,App,Connect
ME-000582,JL-0084,2026-06-03,Routine Started,Web,Connect
ME-000583,JL-0084,2026-05-29,Community Joined,SMS,Organize
ME-000584,JL-0084,2026-06-06,Community Joined,App,Connect
ME-000585,JL-0084,2026-06-01,Routine Completed,SMS,Organize
ME-000586,JL-0084,2026-05-31,Plan Renewed,Support,Connect
ME-000587,JL-0085,2026-01-23,Trial Started,Web,Rest
ME-000588,JL-0085,2026-06-07,Routine Started,App Push,Rest
ME-000589,JL-0085,2026-01-26,Routine Started,App Push,Rest
ME-000590,JL-0085,2026-05-05,Routine Started,SMS,Rest
ME-000591,JL-0085,2026-02-02,Routine Started,App Push,Mindful
ME-000592,JL-0085,2026-06-02,Preference Updated,Support,Mindful
ME-000593,JL-0086,2025-12-24,Plan Started,App,Rest
ME-000594,JL-0086,2026-01-25,Preference Updated,App,Nourish
ME-000595,JL-0086,2026-03-18,Routine Started,Email,Rest
ME-000596,JL-0086,2025-12-29,Routine Started,Web,Nourish
ME-000597,JL-0087,2025-11-15,Plan Started,Email,Rest
ME-000598,JL-0087,2026-01-24,Routine Started,Web,Rest
ME-000599,JL-0087,2026-06-02,Routine Completed,App Push,Rest
ME-000600,JL-0087,2026-05-18,Routine Started,Email,Mindful
ME-000601,JL-0087,2026-02-16,Plan Paused,Email,Rest
ME-000602,JL-0087,2026-02-03,Routine Started,App,Rest
ME-000603,JL-0087,2026-01-29,Preference Updated,Web,Rest
ME-000604,JL-0087,2026-04-23,Plan Paused,SMS,Mindful
ME-000605,JL-0087,2026-05-01,Community Joined,SMS,Rest
ME-000606,JL-0087,2026-02-20,Preference Updated,App Push,Rest
ME-000607,JL-0088,2026-05-31,Plan Started,Email,Nourish
ME-000608,JL-0088,2026-06-06,Routine Completed,Support,Nourish
ME-000609,JL-0088,2026-06-03,Routine Started,Email,Mindful
ME-000610,JL-0088,2026-06-07,Routine Started,Email,Mindful
ME-000611,JL-0088,2026-06-06,Plan Renewed,Web,Nourish
ME-000612,JL-0089,2026-02-19,Plan Started,Web,Move
ME-000613,JL-0089,2026-03-30,Plan Paused,App Push,Move
ME-000614,JL-0089,2026-06-02,Routine Started,Email,Move
ME-000615,JL-0089,2026-04-14,Community Joined,Web,Move
ME-000616,JL-0089,2026-04-01,Routine Completed,Web,Nourish
ME-000617,JL-0089,2026-04-29,Routine Started,SMS,Move
ME-000618,JL-0089,2026-02-23,Routine Completed,SMS,Move
ME-000619,JL-0089,2026-04-16,Routine Started,SMS,Move
ME-000620,JL-0089,2026-04-26,Routine Completed,App,Move
ME-000621,JL-0089,2026-06-03,Routine Completed,App,Move
ME-000622,JL-0090,2026-05-07,Plan Started,Email,Rest
ME-000623,JL-0090,2026-05-10,Routine Completed,Support,Rest
ME-000624,JL-0090,2026-06-06,Routine Completed,Web,Rest
ME-000625,JL-0090,2026-05-12,Routine Completed,SMS,Rest
ME-000626,JL-0090,2026-05-23,Routine Started,App,Rest
ME-000627,JL-0091,2025-08-26,Plan Started,Email,Organize
ME-000628,JL-0091,2026-03-14,Routine Started,Email,Organize
ME-000629,JL-0091,2025-12-13,Routine Completed,Support,Organize
ME-000630,JL-0091,2025-11-27,Plan Paused,App,Nourish
ME-000631,JL-0091,2026-03-25,Routine Completed,App,Organize
ME-000632,JL-0091,2025-11-30,Routine Completed,App Push,Organize
ME-000633,JL-0091,2026-02-01,Community Joined,Support,Organize
ME-000634,JL-0091,2026-01-05,Routine Completed,App Push,Organize
ME-000635,JL-0091,2025-10-06,Plan Paused,App Push,Organize
ME-000636,JL-0091,2025-12-18,Routine Completed,App,Organize
ME-000637,JL-0091,2025-09-18,Preference Updated,SMS,Organize
ME-000638,JL-0092,2025-02-16,Trial Started,App,Rest
ME-000639,JL-0092,2026-03-10,Routine Started,Support,Rest
ME-000640,JL-0092,2025-11-16,Routine Started,Support,Rest
ME-000641,JL-0092,2025-10-30,Routine Completed,Email,Rest
ME-000642,JL-0092,2026-03-28,Routine Completed,Web,Rest
ME-000643,JL-0092,2025-09-22,Routine Completed,Web,Rest
ME-000644,JL-0092,2025-09-17,Routine Started,SMS,Rest
ME-000645,JL-0092,2026-04-17,Routine Started,App,Rest
ME-000646,JL-0092,2025-09-14,Routine Started,SMS,Rest
ME-000647,JL-0092,2026-02-16,Routine Started,Email,Rest
ME-000648,JL-0093,2025-08-09,Plan Started,App,Move
ME-000649,JL-0093,2026-01-04,Routine Completed,App,Move
ME-000650,JL-0093,2025-09-05,Preference Updated,App,Move
ME-000651,JL-0093,2026-02-12,Routine Completed,SMS,Move
ME-000652,JL-0093,2025-12-20,Routine Completed,SMS,Connect
ME-000653,JL-0093,2026-05-04,Routine Started,App,Move
ME-000654,JL-0093,2026-01-16,Routine Started,Web,Move
ME-000655,JL-0093,2026-06-06,Routine Started,Support,Move
ME-000656,JL-0094,2025-07-09,Plan Started,App,Rest
ME-000657,JL-0094,2026-05-24,Routine Completed,SMS,Rest
ME-000658,JL-0094,2025-09-26,Routine Started,SMS,Rest
ME-000659,JL-0094,2026-03-26,Routine Started,App,Rest
ME-000660,JL-0094,2026-03-01,Routine Started,Email,Organize
ME-000661,JL-0094,2026-06-02,Community Joined,Web,Rest
ME-000662,JL-0094,2025-10-29,Preference Updated,Email,Rest
ME-000663,JL-0094,2026-01-29,Routine Started,Email,Rest
ME-000664,JL-0095,2024-09-12,Preference Updated,Web,Mindful
ME-000665,JL-0095,2026-01-14,Preference Updated,App Push,Mindful
ME-000666,JL-0095,2025-04-28,Routine Completed,SMS,Mindful
ME-000667,JL-0095,2025-03-08,Routine Completed,SMS,Connect
ME-000668,JL-0095,2024-11-08,Preference Updated,Email,Connect
ME-000669,JL-0096,2026-03-30,Trial Started,Web,Move
ME-000670,JL-0096,2026-04-15,Routine Completed,Email,Move
ME-000671,JL-0096,2026-04-29,Routine Completed,SMS,Move
ME-000672,JL-0096,2026-06-02,Routine Started,SMS,Connect
ME-000673,JL-0096,2026-04-06,Community Joined,SMS,Connect
ME-000674,JL-0096,2026-04-05,Routine Started,Support,Move
ME-000675,JL-0096,2026-06-02,Routine Completed,Web,Connect
ME-000676,JL-0096,2026-05-12,Community Joined,App Push,Move
ME-000677,JL-0097,2026-04-19,Plan Started,Web,Connect
ME-000678,JL-0097,2026-06-01,Plan Paused,Support,Mindful
ME-000679,JL-0097,2026-04-21,Community Joined,Email,Connect
ME-000680,JL-0097,2026-05-08,Routine Started,Support,Mindful
ME-000681,JL-0097,2026-05-08,Community Joined,App,Connect
ME-000682,JL-0098,2026-02-22,Plan Started,App,Move
ME-000683,JL-0098,2026-03-19,Routine Completed,Support,Nourish
ME-000684,JL-0098,2026-05-14,Plan Canceled,App Push,Nourish
ME-000685,JL-0098,2026-05-02,Routine Started,Email,Move
ME-000686,JL-0098,2026-04-12,Routine Completed,App,Nourish
ME-000687,JL-0098,2026-04-02,Routine Completed,Web,Move
ME-000688,JL-0098,2026-04-26,Routine Started,Support,Move
ME-000689,JL-0098,2026-04-13,Routine Started,SMS,Move
ME-000690,JL-0098,2026-03-23,Plan Paused,SMS,Move
ME-000691,JL-0098,2026-04-17,Routine Started,SMS,Nourish
ME-000692,JL-0098,2026-03-20,Plan Canceled,App Push,Move
ME-000693,JL-0099,2025-09-22,Plan Started,Web,Mindful
ME-000694,JL-0099,2026-03-08,Routine Completed,Web,Mindful
ME-000695,JL-0099,2025-12-14,Routine Completed,App Push,Mindful
ME-000696,JL-0099,2026-03-21,Routine Started,App,Mindful
ME-000697,JL-0099,2026-04-02,Routine Started,App,Mindful
ME-000698,JL-0099,2026-05-21,Preference Updated,App,Mindful
ME-000699,JL-0100,2024-06-20,Plan Started,Web,Move
ME-000700,JL-0100,2025-01-10,Plan Canceled,Email,Move
ME-000701,JL-0100,2024-09-18,Preference Updated,Email,Move
ME-000702,JL-0100,2025-06-22,Preference Updated,Web,Move
ME-000703,JL-0100,2025-02-02,Routine Completed,App Push,Move
ME-000704,JL-0100,2025-08-17,Preference Updated,SMS,Move
ME-000705,JL-0101,2026-02-15,Preference Updated,Email,Move
ME-000706,JL-0101,2026-04-16,Routine Completed,App,Move
ME-000707,JL-0101,2026-05-20,Community Joined,Email,Move
ME-000708,JL-0101,2026-04-20,Routine Started,Email,Move
ME-000709,JL-0101,2026-05-05,Routine Completed,Email,Move
ME-000710,JL-0101,2026-05-20,Routine Completed,SMS,Move
ME-000711,JL-0101,2026-03-04,Routine Started,App Push,Move
ME-000712,JL-0101,2026-03-07,Preference Updated,App Push,Move
ME-000713,JL-0101,2026-03-18,Routine Started,App Push,Move
ME-000714,JL-0101,2026-03-02,Routine Started,App,Move
ME-000715,JL-0102,2026-05-03,Trial Started,Email,Rest
ME-000716,JL-0102,2026-05-06,Community Joined,Email,Rest
ME-000717,JL-0102,2026-05-10,Routine Started,SMS,Rest
ME-000718,JL-0102,2026-05-11,Routine Started,App Push,Rest
ME-000719,JL-0102,2026-05-22,Routine Started,Email,Nourish
ME-000720,JL-0102,2026-05-14,Routine Completed,App,Rest
ME-000721,JL-0102,2026-05-13,Routine Started,Web,Rest
ME-000722,JL-0102,2026-05-12,Routine Started,SMS,Rest
ME-000723,JL-0103,2026-02-21,Plan Started,Email,Rest
ME-000724,JL-0103,2026-05-25,Plan Renewed,App,Nourish
ME-000725,JL-0103,2026-05-10,Routine Started,SMS,Nourish
ME-000726,JL-0103,2026-06-07,Plan Renewed,Support,Rest
ME-000727,JL-0103,2026-05-02,Routine Started,Email,Rest
ME-000728,JL-0104,2024-11-20,Plan Started,Web,Nourish
ME-000729,JL-0104,2025-07-01,Routine Started,SMS,Nourish
ME-000730,JL-0104,2026-03-20,Plan Paused,App,Nourish
ME-000731,JL-0104,2026-02-05,Preference Updated,Email,Nourish
ME-000732,JL-0104,2026-02-18,Routine Completed,Email,Nourish
ME-000733,JL-0104,2025-10-28,Routine Started,Support,Rest
ME-000734,JL-0104,2025-07-23,Plan Canceled,Support,Nourish
ME-000735,JL-0105,2025-10-09,Preference Updated,App,Rest
ME-000736,JL-0105,2025-12-03,Routine Completed,App,Rest
ME-000737,JL-0105,2025-11-10,Routine Completed,App Push,Rest
ME-000738,JL-0105,2025-12-27,Routine Started,Email,Rest
ME-000739,JL-0105,2026-05-11,Preference Updated,SMS,Nourish
ME-000740,JL-0105,2025-12-27,Routine Completed,Email,Rest
ME-000741,JL-0106,2025-09-02,Trial Started,App,Connect
ME-000742,JL-0106,2026-03-07,Routine Completed,SMS,Connect
ME-000743,JL-0106,2026-05-06,Routine Started,Support,Move
ME-000744,JL-0106,2026-02-13,Preference Updated,SMS,Move
ME-000745,JL-0107,2025-04-18,Plan Started,Web,Organize
ME-000746,JL-0107,2025-12-03,Plan Renewed,Email,Organize
ME-000747,JL-0107,2026-05-25,Plan Canceled,Web,Organize
ME-000748,JL-0107,2026-02-23,Preference Updated,Web,Organize
ME-000749,JL-0107,2025-07-22,Preference Updated,App,Organize
ME-000750,JL-0107,2026-05-22,Routine Completed,SMS,Organize
ME-000751,JL-0108,2026-02-23,Plan Started,App,Rest
ME-000752,JL-0108,2026-03-17,Routine Completed,Web,Mindful
ME-000753,JL-0108,2026-04-08,Routine Started,Web,Mindful
ME-000754,JL-0108,2026-06-01,Routine Started,App Push,Rest
ME-000755,JL-0108,2026-05-16,Routine Started,Email,Rest
ME-000756,JL-0108,2026-04-07,Plan Renewed,SMS,Rest
ME-000757,JL-0108,2026-04-02,Community Joined,SMS,Mindful
ME-000758,JL-0108,2026-04-22,Plan Canceled,Email,Rest
ME-000759,JL-0109,2025-12-27,Plan Started,App,Move
ME-000760,JL-0109,2026-01-21,Routine Completed,SMS,Move
ME-000761,JL-0109,2026-03-03,Routine Completed,Web,Move
ME-000762,JL-0109,2026-02-19,Routine Started,Web,Move
ME-000763,JL-0109,2026-05-26,Plan Renewed,Email,Move
ME-000764,JL-0109,2026-02-03,Plan Canceled,App Push,Move
ME-000765,JL-0109,2026-02-15,Routine Started,Web,Move
ME-000766,JL-0109,2026-03-10,Routine Completed,SMS,Move
ME-000767,JL-0109,2026-05-25,Preference Updated,App Push,Mindful
ME-000768,JL-0109,2026-06-06,Routine Completed,SMS,Mindful
ME-000769,JL-0109,2026-01-15,Routine Completed,Web,Move
ME-000770,JL-0110,2025-11-07,Plan Started,Web,Connect
ME-000771,JL-0110,2025-12-24,Community Joined,SMS,Connect
ME-000772,JL-0110,2025-12-30,Preference Updated,Web,Connect
ME-000773,JL-0110,2026-02-02,Plan Canceled,SMS,Connect
ME-000774,JL-0110,2026-05-27,Preference Updated,App,Connect
ME-000775,JL-0110,2026-05-15,Preference Updated,Web,Connect
ME-000776,JL-0110,2026-03-19,Preference Updated,App,Nourish
ME-000777,JL-0110,2026-03-18,Routine Started,App Push,Nourish
ME-000778,JL-0110,2025-11-14,Preference Updated,Web,Connect
ME-000779,JL-0110,2026-01-22,Plan Renewed,App Push,Connect
ME-000780,JL-0111,2025-09-15,Preference Updated,Email,Rest
ME-000781,JL-0111,2026-02-04,Routine Started,Support,Organize
ME-000782,JL-0111,2025-10-12,Routine Completed,Email,Organize
ME-000783,JL-0111,2026-03-20,Community Joined,App Push,Rest
ME-000784,JL-0111,2026-01-17,Routine Started,SMS,Organize
ME-000785,JL-0111,2026-01-17,Routine Completed,App,Organize
ME-000786,JL-0111,2025-09-17,Preference Updated,SMS,Organize
ME-000787,JL-0112,2026-03-12,Plan Started,App,Connect
ME-000788,JL-0112,2026-04-14,Routine Completed,Web,Connect
ME-000789,JL-0112,2026-05-17,Plan Renewed,App Push,Mindful
ME-000790,JL-0112,2026-06-06,Routine Started,Email,Connect
ME-000791,JL-0112,2026-04-29,Preference Updated,App Push,Connect
ME-000792,JL-0112,2026-06-01,Plan Renewed,Web,Connect
ME-000793,JL-0112,2026-05-06,Routine Completed,SMS,Connect
ME-000794,JL-0112,2026-04-11,Routine Started,Web,Connect
ME-000795,JL-0112,2026-04-22,Preference Updated,Web,Connect
ME-000796,JL-0113,2024-11-16,Plan Started,Web,Mindful
ME-000797,JL-0113,2025-05-22,Community Joined,Support,Mindful
ME-000798,JL-0113,2026-04-17,Preference Updated,SMS,Mindful
ME-000799,JL-0113,2025-05-28,Routine Started,App Push,Organize
ME-000800,JL-0113,2025-01-22,Plan Paused,Web,Mindful
ME-000801,JL-0114,2026-01-05,Trial Started,Web,Organize
ME-000802,JL-0114,2026-01-28,Routine Completed,Support,Organize
ME-000803,JL-0114,2026-01-28,Routine Started,Web,Move
ME-000804,JL-0114,2026-05-24,Routine Started,Support,Move
ME-000805,JL-0114,2026-04-24,Routine Started,App Push,Move
ME-000806,JL-0114,2026-01-29,Routine Started,Email,Move
ME-000807,JL-0114,2026-02-18,Preference Updated,Email,Organize
ME-000808,JL-0114,2026-03-05,Routine Started,Support,Organize
ME-000809,JL-0115,2025-09-30,Preference Updated,App,Rest
ME-000810,JL-0115,2026-06-06,Routine Started,Web,Rest
ME-000811,JL-0115,2026-01-17,Routine Completed,Email,Rest
ME-000812,JL-0115,2026-02-26,Routine Completed,App,Rest
ME-000813,JL-0115,2026-04-10,Routine Started,App Push,Rest
ME-000814,JL-0116,2026-05-08,Trial Started,Email,Nourish
ME-000815,JL-0116,2026-05-14,Routine Completed,Support,Organize
ME-000816,JL-0116,2026-05-22,Preference Updated,App,Nourish
ME-000817,JL-0116,2026-05-15,Routine Completed,Email,Nourish
ME-000818,JL-0116,2026-05-26,Preference Updated,App Push,Nourish
ME-000819,JL-0116,2026-05-19,Preference Updated,Email,Nourish
ME-000820,JL-0116,2026-05-15,Preference Updated,Email,Nourish
ME-000821,JL-0116,2026-05-21,Routine Started,Support,Nourish
ME-000822,JL-0117,2026-05-19,Plan Started,App,Move
ME-000823,JL-0117,2026-06-02,Routine Started,Support,Move
ME-000824,JL-0117,2026-05-21,Community Joined,App Push,Rest
ME-000825,JL-0117,2026-06-03,Routine Started,SMS,Move
ME-000826,JL-0117,2026-06-04,Community Joined,Web,Move
ME-000827,JL-0117,2026-05-23,Routine Started,SMS,Move
ME-000828,JL-0117,2026-05-25,Routine Completed,Web,Rest
ME-000829,JL-0117,2026-05-25,Routine Completed,App Push,Move
ME-000830,JL-0117,2026-05-27,Routine Started,Web,Move
ME-000831,JL-0118,2026-04-23,Preference Updated,Web,Organize
ME-000832,JL-0118,2026-05-23,Routine Started,Web,Organize
ME-000833,JL-0118,2026-05-22,Plan Renewed,Web,Organize
ME-000834,JL-0118,2026-06-03,Routine Started,Web,Organize
ME-000835,JL-0118,2026-05-25,Routine Started,SMS,Organize
ME-000836,JL-0118,2026-05-23,Routine Started,App,Nourish
ME-000837,JL-0119,2025-12-30,Plan Started,App,Mindful
ME-000838,JL-0119,2026-01-26,Routine Started,App,Mindful
ME-000839,JL-0119,2026-02-09,Routine Completed,App,Mindful
ME-000840,JL-0119,2026-04-12,Routine Started,Web,Mindful
ME-000841,JL-0119,2026-03-11,Preference Updated,SMS,Mindful
ME-000842,JL-0119,2026-01-29,Plan Renewed,App Push,Mindful
ME-000843,JL-0119,2026-02-08,Preference Updated,App,Mindful
ME-000844,JL-0119,2026-01-07,Plan Renewed,Email,Mindful
ME-000845,JL-0119,2026-01-04,Preference Updated,App Push,Mindful
ME-000846,JL-0120,2026-05-17,Preference Updated,App,Mindful
ME-000847,JL-0120,2026-05-29,Routine Completed,Web,Mindful
ME-000848,JL-0120,2026-05-21,Plan Canceled,Email,Connect
ME-000849,JL-0120,2026-05-22,Routine Completed,Support,Mindful
ME-000850,JL-0120,2026-06-06,Routine Started,Support,Mindful
ME-000851,JL-0120,2026-05-25,Community Joined,App,Mindful
